CustomerID,Name,Email,Gender,Age,City,MaritalStatus,NumChildren,JoinDate
CUST10085,Navya Bhattacharyya,nitarakapur@yahoo.com,Not Disclosed,29,Bangalore,Married,4,2020-09-09
CUST10086,Pranay Rege,bijuraja@chahal.org,Female,37,Delhi,Divorced,0,2021-12-23
CUST10087,Sumer Mahal,riyawable@hotmail.com,Male,27,Jaipur,Single,2,2023-07-18
CUST10088,Riya Deol,jayesh12@chaudry.com,Not Disclosed,69,Jaipur,Married,0,2022-05-18
CUST10089,Drishya Keer,dugararnav@gmail.com,Female,52,Bangalore,Single,2,2020-10-19
CUST10090,Ahana  Salvi,tsingh@arora-shan.net,Not Disclosed,33,Ahmedabad,Single,2,2022-11-01
CUST10091,Ojas Sura,doraarhaan@yahoo.com,Female,69,Kolkata,Divorced,1,2021-09-21
CUST10092,Saksham Shah,yashvi61@doshi.com,Not Disclosed,47,Mumbai,Widowed,2,2020-10-27
CUST10093,Shalv Gara,iben@hotmail.com,Male,34,Pune,Single,2,2022-09-17
CUST10094,Eshani Mammen,shanaya23@hayer-lad.com,Female,54,Mumbai,Single,2,2024-01-15
CUST10095,Shray Bhatnagar,doctoryasmin@loke.com,Not Disclosed,26,Lucknow,Married,0,2020-12-27
CUST10096,Purab Gaba,bordesamar@gaba.org,Female,43,Lucknow,Widowed,0,2021-12-06
CUST10097,Ranbir Khatri,seher61@hotmail.com,Male,32,Pune,Single,0,2020-11-12
CUST10098,Himmat Bajwa,vardaniya39@hotmail.com,Female,50,Pune,Married,0,2023-12-25
CUST10099,Yasmin Rout,ddube@hotmail.com,Female,61,Pune,Married,2,2022-01-06
CUST10100,Aniruddh Borah,jivikabhavsar@gmail.com,Female,53,Lucknow,Divorced,4,2022-01-08
CUST10101,Samiha Rao,mahajanpihu@saxena-bera.com,Male,21,Delhi,Divorced,0,2021-05-11
CUST10102,Mohanlal Mangal,sundarammadhav@tripathi.biz,Male,37,Ahmedabad,Divorced,2,2021-09-08
CUST10103,Aradhya Savant,krishram@yahoo.com,Female,28,Pune,Single,3,2020-08-31
CUST10104,Aarna Kara,yasminkhosla@hotmail.com,Not Disclosed,50,Lucknow,Widowed,0,2024-04-03
CUST10105,Yuvraj  Chaudhuri,fkurian@jaggi.net,Female,45,Hyderabad,Single,1,2020-11-18
CUST10106,Arnav Goda,chandranrohan@hotmail.com,Female,63,Chennai,Widowed,1,2023-12-17
CUST10107,Hrishita Bhasin,urvi89@hotmail.com,Male,52,Mumbai,Single,2,2023-07-07
CUST10108,Hrishita Tank,alisha42@hotmail.com,Not Disclosed,24,Ahmedabad,Single,4,2021-10-10
CUST10109,Ira Som,myra06@sahota.com,Male,67,Lucknow,Single,1,2022-06-19
CUST10110,Raunak Sahni,bathaarush@desai-kata.com,Male,72,Kolkata,Widowed,1,2022-05-13
CUST10111,Myra Shere,vidur71@yahoo.com,Female,46,Bangalore,Widowed,4,2023-12-17
CUST10112,Zeeshan Borah,pranaygour@raja.biz,Male,45,Lucknow,Widowed,3,2022-01-30
CUST10113,Seher Kade,xganesh@yahoo.com,Not Disclosed,36,Ahmedabad,Married,1,2021-09-02
CUST10114,Yakshit Sehgal,balayhansh@gmail.com,Not Disclosed,18,Hyderabad,Widowed,1,2021-06-28
CUST10115,Samiha Arya,indrans71@sachar-sengupta.com,Male,58,Lucknow,Married,2,2021-03-18
CUST10116,Dhruv Kala,hazelkakar@bajwa-sachdev.com,Male,29,Ahmedabad,Married,1,2024-02-15
CUST10117,Oorja Shanker,piya42@swaminathan-sundaram.com,Female,37,Lucknow,Divorced,2,2023-09-13
CUST10118,Parinaaz Rout,qbhatia@din-sanghvi.net,Female,68,Bangalore,Divorced,1,2023-12-02
CUST10119,Farhan Raman,bordeveer@hotmail.com,Male,67,Hyderabad,Widowed,0,2022-09-10
CUST10120,Ivan Lad,isharaf@yahoo.com,Male,75,Mumbai,Single,1,2024-06-04
CUST10121,Myra Wason,aradhya10@saha.com,Male,52,Ahmedabad,Married,0,2024-04-08
CUST10122,Rohan Sidhu,diyadevan@sastry-dasgupta.biz,Female,54,Ahmedabad,Widowed,1,2020-10-24
CUST10123,Onkar Chatterjee,latamahika@hotmail.com,Female,66,Jaipur,Divorced,0,2021-03-16
CUST10124,Purab Dey,priyansh73@yahoo.com,Female,63,Pune,Divorced,1,2021-03-17
CUST10125,Nakul Gara,seherwable@saran.com,Female,39,Lucknow,Widowed,0,2022-02-20
CUST10126,Eva Sant,sakshamrastogi@khatri-gala.com,Female,42,Hyderabad,Single,4,2020-10-27
CUST10127,Rasha Dave,raviheer@bakshi.com,Not Disclosed,56,Jaipur,Married,4,2021-02-12
CUST10128,Damini Mander,agade@gmail.com,Female,56,Jaipur,Widowed,3,2021-07-15
CUST10129,Mannat Choudhary,ranbirsangha@vasa.org,Not Disclosed,37,Bangalore,Widowed,2,2024-01-26
CUST10130,Akarsh Bhat,hiran14@gmail.com,Not Disclosed,30,Chennai,Single,2,2023-08-19
CUST10131,Shray Barad,doctorsamar@desai.com,Not Disclosed,45,Kolkata,Divorced,3,2023-06-22
CUST10132,Dhanush Boase,saira31@hotmail.com,Not Disclosed,64,Delhi,Widowed,4,2022-02-10
CUST10133,Aayush Kurian,godazaina@hotmail.com,Male,58,Ahmedabad,Single,1,2021-12-21
CUST10134,Mahika Virk,rbath@hotmail.com,Not Disclosed,27,Kolkata,Divorced,2,2023-08-27
CUST10135,Jivika Kadakia,madhup48@gmail.com,Male,70,Lucknow,Single,1,2023-03-20
CUST10136,Jayant Dara,idevan@dass.com,Female,69,Kolkata,Divorced,0,2020-10-20
CUST10137,Anika Bhatnagar,sharmaumang@gmail.com,Female,49,Bangalore,Widowed,1,2022-10-30
CUST10138,Inaaya  Mall,alia22@mann.com,Female,50,Delhi,Widowed,0,2023-05-11
CUST10139,Tejas Wali,indransvala@yahoo.com,Male,60,Pune,Single,0,2022-08-19
CUST10140,Yuvaan Bhargava,ritvik90@agrawal.com,Not Disclosed,28,Delhi,Widowed,2,2024-02-13
CUST10141,Amira Aurora,xdevi@yahoo.com,Female,56,Ahmedabad,Married,1,2022-03-10
CUST10142,Baiju Bawa,royrenee@hotmail.com,Male,74,Chennai,Divorced,0,2022-04-20
CUST10143,Faiyaz Raj,ishita49@gokhale.com,Not Disclosed,71,Jaipur,Divorced,1,2020-07-29
CUST10144,Emir Mand,farhansoni@gmail.com,Not Disclosed,65,Mumbai,Married,0,2024-07-08
CUST10145,Aarna Wable,nirvi09@yahoo.com,Not Disclosed,63,Jaipur,Divorced,1,2024-06-21
CUST10146,Taimur Din,ssur@gmail.com,Not Disclosed,32,Kolkata,Widowed,0,2022-05-04
CUST10147,Bhavin Garde,inaaya-rout@kohli.com,Female,73,Lucknow,Divorced,2,2023-04-11
CUST10148,Anvi Yadav,lraval@sehgal-comar.com,Female,57,Hyderabad,Single,3,2023-01-20
CUST10149,Shalv Saha,esharaf@koshy-sachdev.com,Not Disclosed,43,Chennai,Widowed,3,2021-08-18
CUST10150,Yakshit Madan,ideol@ahuja.biz,Male,68,Ahmedabad,Married,0,2022-05-31
CUST10151,Neysa Barad,ysinha@krishnamurthy.com,Not Disclosed,28,Lucknow,Widowed,1,2021-01-14
CUST10152,Indrans Lala,advik76@sarraf.com,Not Disclosed,27,Lucknow,Divorced,1,2024-06-23
CUST10153,Aarush Magar,qbuch@garg.com,Male,26,Bangalore,Widowed,1,2022-11-11
CUST10154,Jayant Guha,aaryahidalal@kuruvilla.com,Female,33,Delhi,Married,2,2020-11-24
CUST10155,Nishith Issac,mandernayantara@gmail.com,Female,22,Delhi,Married,1,2023-07-21
CUST10156,Jhanvi Batta,ladnakul@gmail.com,Female,24,Bangalore,Single,0,2022-03-22
CUST10157,Anahita Dewan,kimayabhavsar@hotmail.com,Not Disclosed,19,Hyderabad,Single,1,2020-08-30
CUST10158,Trisha Loke,kmalhotra@hotmail.com,Not Disclosed,70,Lucknow,Widowed,1,2023-08-02
CUST10159,Zara Chaudhry,taran24@hotmail.com,Female,25,Lucknow,Married,0,2022-04-04
CUST10160,Vanya Sen,shayak24@date-ghosh.biz,Female,32,Pune,Widowed,1,2021-10-06
CUST10161,Abram Borde,mamooty31@luthra.net,Male,32,Hyderabad,Divorced,1,2021-10-05
CUST10162,Kashvi Boase,msawhney@gmail.com,Not Disclosed,42,Hyderabad,Widowed,2,2022-05-26
CUST10163,Indrans Srivastava,shenoyyuvaan@joshi-sanghvi.com,Female,49,Lucknow,Single,3,2023-03-27
CUST10164,Pari Luthra,vaibhavboase@chaudhuri-sahota.biz,Male,20,Mumbai,Single,3,2023-02-02
CUST10165,Mamooty Dixit,ayesha84@kurian.com,Female,74,Kolkata,Divorced,3,2022-02-03
CUST10166,Akarsh Dhillon,tanya74@balakrishnan.com,Female,28,Bangalore,Single,0,2023-07-29
CUST10167,Mohanlal Tara,varmaadira@raj.com,Male,74,Jaipur,Single,1,2021-04-03
CUST10168,Gatik Zachariah,hsahota@talwar.org,Female,26,Delhi,Widowed,2,2022-09-20
CUST10169,Saanvi Bhasin,esaini@rana.com,Female,75,Mumbai,Single,1,2021-08-28
CUST10170,Oorja Sampath,xdevan@kade.info,Not Disclosed,71,Bangalore,Single,3,2023-04-16
CUST10171,Kabir Mammen,cshetty@chhabra-hegde.net,Male,45,Delhi,Married,0,2020-12-27
CUST10172,Nirvaan Batta,vaidyaaarna@chandra-chadha.org,Not Disclosed,26,Ahmedabad,Married,2,2024-01-27
CUST10173,Diya Hans,mehulgole@hotmail.com,Female,39,Ahmedabad,Divorced,2,2022-09-16
CUST10174,Shlok Zachariah,nbains@walla.com,Male,33,Mumbai,Married,1,2024-04-22
CUST10175,Keya Krishna,zbatra@upadhyay.com,Not Disclosed,62,Jaipur,Single,3,2022-07-27
CUST10176,Sumer Keer,banand@raja-shere.com,Not Disclosed,44,Jaipur,Married,2,2022-04-02
CUST10177,Kimaya Raja,venkateshmahika@yahoo.com,Not Disclosed,45,Delhi,Divorced,2,2023-12-16
CUST10178,Elakshi Subramanian,badamikaira@amble.com,Not Disclosed,66,Delhi,Divorced,0,2022-05-04
CUST10179,Suhana Majumdar,keya17@barman.info,Male,27,Mumbai,Married,3,2022-01-03
CUST10180,Ishaan Gaba,hunarwason@hotmail.com,Male,21,Delhi,Widowed,1,2021-12-30
CUST10181,Yuvaan Dutt,shlok49@yahoo.com,Male,38,Mumbai,Married,1,2021-03-16
CUST10182,Tiya Rau,tanya68@mangat-srivastava.org,Female,60,Bangalore,Widowed,2,2020-09-25
CUST10183,Rhea Chada,ibarman@yahoo.com,Female,19,Jaipur,Divorced,0,2020-12-05
CUST10184,Miraan Cheema,saira70@kunda.com,Female,23,Ahmedabad,Single,3,2022-12-01
CUST10185,Ira Dugar,ela20@yahoo.com,Male,64,Ahmedabad,Divorced,2,2024-01-26
CUST10186,Yasmin Shenoy,dugarzeeshan@bumb.com,Female,68,Kolkata,Single,3,2024-01-14
CUST10187,Kabir Zacharia,farhanraj@raj.com,Female,24,Kolkata,Married,1,2023-08-01
CUST10188,Amira Chaudhari,amani59@goel.com,Male,39,Chennai,Widowed,4,2023-08-23
CUST10189,Arhaan Butala,agrawalmanikya@gmail.com,Not Disclosed,48,Delhi,Married,2,2020-08-19
CUST10190,Arhaan Lalla,ahana-dhawan@korpal.com,Female,51,Jaipur,Single,3,2022-10-21
CUST10191,Neysa Bansal,kanavsani@dixit.org,Female,65,Bangalore,Married,1,2021-12-15
CUST10192,Akarsh Kohli,sahnimishti@salvi.biz,Not Disclosed,38,Delhi,Widowed,1,2022-08-04
CUST10193,Shayak Bansal,ratikurian@yahoo.com,Not Disclosed,22,Mumbai,Divorced,2,2024-02-04
CUST10194,Kismat Sangha,rbutala@hotmail.com,Not Disclosed,52,Chennai,Widowed,0,2024-02-26
CUST10195,Jivika Singhal,onkar40@hotmail.com,Female,35,Chennai,Single,1,2024-01-22
CUST10196,Vardaniya Karnik,mehul87@gmail.com,Male,38,Chennai,Divorced,1,2023-10-18
CUST10197,Shamik Sarin,bvenkataraman@rege.com,Female,35,Pune,Widowed,3,2023-07-20
CUST10198,Onkar Sheth,uthkarsh05@dubey-raja.com,Not Disclosed,42,Delhi,Single,0,2024-04-12
CUST10199,Shalv Bhasin,vanyasant@jayaraman-ramanathan.com,Not Disclosed,49,Lucknow,Divorced,2,2021-06-17
CUST10200,Nayantara Sarma,romil46@lall-kashyap.com,Not Disclosed,54,Chennai,Divorced,4,2021-07-25
CUST10201,Yuvraj  D’Alia,mohanlalchoudhury@saxena.biz,Not Disclosed,41,Kolkata,Divorced,1,2024-07-28
CUST10202,Saira Doctor,sawhneyrenee@hotmail.com,Female,52,Jaipur,Married,0,2021-06-20
CUST10203,Charvi Chada,goyaladira@garg.net,Female,61,Hyderabad,Married,3,2021-11-18
CUST10204,Lavanya Bhalla,aaryahi04@gmail.com,Male,67,Kolkata,Single,2,2022-08-28
CUST10205,Farhan Krishna,adira53@behl.net,Not Disclosed,61,Ahmedabad,Single,0,2023-04-17
CUST10206,Hansh Dhingra,chopraaarav@balasubramanian.com,Male,58,Lucknow,Single,3,2022-10-05
CUST10207,Aayush Badal,vardaniya09@gmail.com,Male,59,Bangalore,Widowed,0,2020-11-08
CUST10208,Anaya Chaudhry,kavya88@yahoo.com,Female,75,Pune,Divorced,0,2022-12-14
CUST10209,Jivin Cheema,darivana@hotmail.com,Male,56,Pune,Married,1,2024-05-09
CUST10210,Shalv Gade,anandjivika@gmail.com,Not Disclosed,41,Jaipur,Married,2,2022-07-02
CUST10211,Tara Chanda,jayeshdoshi@balan.com,Not Disclosed,22,Ahmedabad,Widowed,0,2022-09-22
CUST10212,Indrajit D’Alia,shray09@kant.com,Not Disclosed,52,Kolkata,Widowed,0,2020-11-03
CUST10213,Fateh Balakrishnan,shenoysamiha@bassi.com,Not Disclosed,74,Jaipur,Widowed,0,2023-05-27
CUST10214,Riya Date,sairababu@hotmail.com,Female,18,Hyderabad,Divorced,2,2024-07-25
CUST10215,Shaan Gill,qsinghal@hotmail.com,Not Disclosed,18,Jaipur,Single,2,2021-08-24
CUST10216,Dhruv Kala,vvyas@ramakrishnan.com,Not Disclosed,74,Chennai,Divorced,1,2022-03-15
CUST10217,Trisha Sur,hazel45@yahoo.com,Not Disclosed,70,Jaipur,Widowed,2,2021-08-05
CUST10218,Tejas Goda,gkeer@gmail.com,Not Disclosed,37,Pune,Divorced,0,2022-04-25
CUST10219,Romil Chad,irasawhney@hotmail.com,Female,55,Bangalore,Married,0,2022-02-24
CUST10220,Amira Roy,ishaanbaral@date.com,Male,45,Lucknow,Single,1,2021-03-18
CUST10221,Anika Dubey,jbose@wali-kar.com,Female,36,Mumbai,Single,3,2021-04-21
CUST10222,Piya Dugar,anviloke@bajaj.com,Male,42,Ahmedabad,Widowed,0,2024-03-02
CUST10223,Sara Goswami,shlok12@yahoo.com,Female,58,Pune,Divorced,1,2023-05-03
CUST10224,Mannat Sawhney,dasguptaromil@manda-jaggi.com,Male,48,Chennai,Married,1,2020-09-17
CUST10225,Mehul Dhillon,divitbir@gour.com,Male,29,Ahmedabad,Divorced,3,2022-02-07
CUST10226,Manikya Barad,cvenkataraman@hotmail.com,Not Disclosed,68,Ahmedabad,Widowed,0,2021-03-04
CUST10227,Jivin Kunda,adahsuri@gmail.com,Not Disclosed,36,Kolkata,Divorced,1,2022-10-01
CUST10228,Manikya Singh,trishachawla@bumb.com,Female,31,Pune,Widowed,2,2021-10-02
CUST10229,Vardaniya Gole,parinaazsarin@bassi.com,Male,22,Bangalore,Married,4,2021-05-10
CUST10230,Ivan Mani,sakshamwalia@majumdar-badami.com,Male,64,Mumbai,Single,0,2023-02-18
CUST10231,Charvi Mammen,aradhyabandi@hotmail.com,Female,67,Delhi,Widowed,2,2024-03-15
CUST10232,Lavanya Dutt,agara@deep.com,Male,71,Mumbai,Single,1,2021-12-06
CUST10233,Shaan Chowdhury,ojas47@yahoo.com,Male,53,Hyderabad,Widowed,1,2020-08-27
CUST10234,Ishaan Ravel,bhardwajadah@yahoo.com,Not Disclosed,24,Jaipur,Widowed,2,2020-08-16
CUST10235,Ranbir Gokhale,mahika42@yahoo.com,Not Disclosed,25,Ahmedabad,Divorced,0,2024-07-08
CUST10236,Divit Issac,vivaankar@gmail.com,Not Disclosed,72,Mumbai,Married,2,2021-03-07
CUST10237,Rasha Dara,dhanushshanker@bahl.net,Male,73,Kolkata,Single,2,2024-02-12
CUST10238,Rati Gade,aissac@majumdar-sengupta.net,Female,61,Jaipur,Widowed,3,2022-07-31
CUST10239,Ivan Rajagopalan,trivedisamaira@yahoo.com,Male,56,Pune,Single,0,2024-02-09
CUST10240,Advika Dani,kanttara@yahoo.com,Not Disclosed,75,Hyderabad,Married,1,2024-01-26
CUST10241,Himmat Kant,jiya52@korpal.org,Female,65,Jaipur,Divorced,3,2021-05-28
CUST10242,Ahana  Sagar,yakshitkaul@dugar.com,Not Disclosed,75,Jaipur,Married,2,2021-07-27
CUST10243,Hansh Chana,ishitasastry@yahoo.com,Not Disclosed,39,Pune,Single,0,2021-04-18
CUST10244,Diya Majumdar,elakshirandhawa@hotmail.com,Not Disclosed,60,Chennai,Divorced,0,2022-07-26
CUST10245,Raunak Samra,talwarshlok@kala.net,Not Disclosed,46,Ahmedabad,Single,0,2021-11-20
CUST10246,Miraya Wali,itandon@yahoo.com,Female,35,Hyderabad,Widowed,0,2023-09-13
CUST10247,Baiju Basak,luthravidur@kapadia.com,Female,30,Kolkata,Single,1,2022-02-14
CUST10248,Elakshi Varkey,kiarakar@hayer-dhillon.com,Not Disclosed,50,Bangalore,Widowed,0,2022-08-05
CUST10249,Kismat Deshpande,mallbiju@bali.info,Female,62,Ahmedabad,Divorced,1,2023-11-16
CUST10250,Ahana  Ganesh,vbala@dewan-jayaraman.info,Female,41,Lucknow,Widowed,0,2024-03-10
CUST10251,Ivan Iyer,jkrishnan@yahoo.com,Male,56,Bangalore,Widowed,1,2021-12-25
CUST10252,Hiran Ramaswamy,vedikatak@wali.com,Male,50,Chennai,Married,2,2021-03-12
CUST10253,Aarna Bal,umangmammen@yahoo.com,Male,38,Lucknow,Widowed,1,2021-01-05
CUST10254,Vivaan Amble,csehgal@yahoo.com,Male,26,Bangalore,Divorced,0,2024-07-24
CUST10255,Nayantara Mannan,suhana42@gmail.com,Not Disclosed,52,Mumbai,Married,2,2023-09-22
CUST10256,Alia Bose,luthragatik@hotmail.com,Male,54,Hyderabad,Divorced,1,2022-08-28
CUST10257,Bhamini Sandhu,jhanvi97@yahoo.com,Male,67,Mumbai,Divorced,2,2021-12-05
